# DTStamp_FHdata_calc_accn_t (tangential acceleration) 2024-09-14 15:51:57 112587703 
# N[1] rtime[2], u[3], u_next[4], curr_alpha[5], curr_beta[6], curr_norm_accn[7], min_tang_accn[8], curr_tang_accn[9], max_tang_accn[10] eps[11] rho[12] check_tang_accn[13] 
   958     0.958000  0.117048827  0.000090464 -0.191531781 -0.981486412  0.000000000000000000 -30.565884187   5.890540000  30.565884187  0.000000495354499    77.580778  5.890540000002886 
   959     0.959000  0.117139291  0.000090413 -0.191742674 -0.981445234  0.000000000000000000 -30.567166631   5.875200000  30.567166631  0.000000494845698    77.712740  5.875200000005520 
   960     0.960000  0.117229704  0.000090362 -0.191953639 -0.981403995  0.000000000000000000 -30.568451082   5.890540000  30.568451082  0.000000494338261    77.844718  5.890540000002886 
   961     0.961000  0.117320066  0.000090311 -0.192164675 -0.981362694 -0.000000000000056843 -30.569737543   5.859880000  30.569737543  0.000000493832186    77.976710  5.859880000002704 
   962     0.962000  0.117410376  0.000090260 -0.192375782 -0.981321333  0.000000000000000000 -30.571026019   5.875200000  30.571026019  0.000000493327468    78.108717  5.875200000005520 
   963     0.963000  0.117500636  0.000090209 -0.192586962 -0.981279910  0.000000000000000000 -30.572316513   5.859880000  30.572316513  0.000000492824108    78.240738  5.859880000002704 
   964     0.964000  0.117590845  0.000090159 -0.192798214 -0.981238426  0.000000000000000000 -30.573609030   5.844580000  30.573609030  0.000000492322094    78.372773  5.844580000005095 
   965     0.965000  0.117681004  0.000090108 -0.193009539 -0.981196880  0.000000000000056843 -30.574903574   5.844580000  30.574903574  0.000000491821421    78.504822  5.844580000005095 
   966     0.966000  0.117771112  0.000090058 -0.193220937 -0.981155273  0.000000000000000000 -30.576200148   5.844580000  30.576200148  0.000000491322082    78.636885  5.844580000005095 
   967     0.967000  0.117861170  0.000090007 -0.193432408 -0.981113604  0.000000000000000000 -30.577498757   5.829300000  30.577498757  0.000000490824077    78.768962  5.829300000002036 
   968     0.968000  0.117951177  0.000089957 -0.193643953 -0.981071873  0.000000000000000000 -30.578799404   5.829300000  30.578799404  0.000000490327402    78.901052  5.829300000002036 
   969     0.969000  0.118041134  0.000089907 -0.193855571 -0.981030080  0.000000000000000000 -30.580102095   5.814040000  30.580102095  0.000000489832046    79.033155  5.814040000004184 
   970     0.970000  0.118131041  0.000089857 -0.194067264 -0.980988225  0.000000000000000000 -30.581406832   5.814040000  30.581406832  0.000000489338009    79.165272  5.814040000004184 
   971     0.971000  0.118220898  0.000089807 -0.194279031 -0.980946308  0.000000000000056843 -30.582713621   5.814040000  30.582713621  0.000000488845282    79.297401  5.814040000004184 
   972     0.972000  0.118310705  0.000089757 -0.194490873 -0.980904328  0.000000000000000000 -30.584022464   5.798800000  30.584022464  0.000000488353863    79.429543  5.798800000000881 
   973     0.973000  0.118400462  0.000089708 -0.194702789 -0.980862286  0.000000000000000000 -30.585333367   5.783580000  30.585333367  0.000000487863747    79.561698  5.783580000002786 
   974     0.974000  0.118490170  0.000089658 -0.194914782 -0.980820181 -0.000000000000056843 -30.586646333   5.798800000  30.586646333  0.000000487374923    79.693865  5.798800000000881 
   975     0.975000  0.118579828  0.000089609 -0.195126849 -0.980778014  0.000000000000000000 -30.587961367   5.768380000  30.587961367  0.000000486887398    79.826044  5.768379999999240 
   976     0.976000  0.118669436  0.000089559 -0.195338993 -0.980735784  0.000000000000056843 -30.589278472   5.783580000  30.589278472  0.000000486401160    79.958236  5.783580000002786 
   977     0.977000  0.118758995  0.000089510 -0.195551213 -0.980693491  0.000000000000000000 -30.590597652   5.768380000  30.590597652  0.000000485916201    80.090439  5.768379999999240 
   978     0.978000  0.118848505  0.000089461 -0.195763510 -0.980651135  0.000000000000056843 -30.591918913   5.753200000  30.591918913  0.000000485432521    80.222654  5.753200000000902 
   979     0.979000  0.118937966  0.000089412 -0.195975883 -0.980608716  0.000000000000056843 -30.593242258   5.753200000  30.593242258  0.000000484950113    80.354880  5.753200000000902 
   980     0.980000  0.119027377  0.000089363 -0.196188333 -0.980566233  0.000000000000000000 -30.594567691   5.753200000  30.594567691  0.000000484468975    80.487118  5.753200000000902 
   981     0.981000  0.119116740  0.000089314 -0.196400861 -0.980523688  0.000000000000000000 -30.595895216   5.738040000  30.595895216  0.000000483989102    80.619367  5.738040000004219 
   982     0.982000  0.119206054  0.000089265 -0.196613467 -0.980481078  0.000000000000000000 -30.597224838   5.738040000  30.597224838  0.000000483510483    80.751627  5.738040000004219 
   983     0.983000  0.119295319  0.000089216 -0.196826150 -0.980438405  0.000000000000000000 -30.598556561   5.738040000  30.598556561  0.000000483033120    80.883897  5.738040000004219 
   984     0.984000  0.119384536  0.000089168 -0.197038912 -0.980395669  0.000000000000000000 -30.599890389   5.722900000  30.599890389  0.000000482557011    81.016179  5.722900000002085 
   985     0.985000  0.119473704  0.000089120 -0.197251752 -0.980352868 -0.000000000000056843 -30.601226326   5.707780000  30.601226326  0.000000482082138    81.148471  5.707780000005158 
   986     0.986000  0.119562823  0.000089071 -0.197464671 -0.980310004  0.000000000000000000 -30.602564377   5.722900000  30.602564377  0.000000481608512    81.280773  5.722900000002085 
   987     0.987000  0.119651894  0.000089023 -0.197677670 -0.980267075 -0.000000000000056843 -30.603904545   5.692680000  30.603904545  0.000000481136118    81.413085  5.692680000002781 
   988     0.988000  0.119740917  0.000088975 -0.197890748 -0.980224083  0.000000000000000000 -30.605246836   5.707780000  30.605246836  0.000000480664957    81.545408  5.707780000005158 
   989     0.989000  0.119829892  0.000088927 -0.198103905 -0.980181025  0.000000000000000000 -30.606591253   5.692680000  30.606591253  0.000000480195023    81.677740  5.692680000002781 
   990     0.990000  0.119918819  0.000088879 -0.198317143 -0.980137904  0.000000000000000000 -30.607937801   5.677600000  30.607937801  0.000000479726309    81.810082  5.677600000005611 
   991     0.991000  0.120007698  0.000088831 -0.198530461 -0.980094718  0.000000000000000000 -30.609286484   5.677600000  30.609286484  0.000000479258815    81.942433  5.677600000005611 
   992     0.992000  0.120096529  0.000088783 -0.198743860 -0.980051467  0.000000000000056843 -30.610637306   5.677600000  30.610637306  0.000000478792529    82.074793  5.677600000005611 
   993     0.993000  0.120185312  0.000088736 -0.198957340 -0.980008152  0.000000000000000000 -30.611990272   5.662540000  30.611990272  0.000000478327456    82.207163  5.662540000002991 
   994     0.994000  0.120274048  0.000088688 -0.199170901 -0.979964771 -0.000000000000056843 -30.613345385   5.662540000  30.613345385  0.000000477863586    82.339542  5.662540000002991 
   995     0.995000  0.120362736  0.000088641 -0.199384543 -0.979921325  0.000000000000000000 -30.614702651   5.647500000  30.614702651  0.000000477400914    82.471929  5.647500000005579 
   996     0.996000  0.120451376  0.000088593 -0.199598267 -0.979877815 -0.000000000000056843 -30.616062074   5.647500000  30.616062074  0.000000476939439    82.604325  5.647500000005579 
   997     0.997000  0.120539970  0.000088546 -0.199812074 -0.979834239  0.000000000000000000 -30.617423658   5.647500000  30.617423658  0.000000476479155    82.736729  5.647500000005579 
   998     0.998000  0.120628516  0.000088499 -0.200025962 -0.979790597 -0.000000000000056843 -30.618787407   5.632480000  30.618787407  0.000000476020055    82.869142  5.632480000002715 
   999     0.999000  0.120717015  0.000088452 -0.200239934 -0.979746890  0.000000000000000000 -30.620153327   5.632480000  30.620153327  0.000000475562134    83.001563  5.632480000002715 
  1000     1.000000  0.120805466  0.000088405 -0.200453988 -0.979703118  0.000000000000000000 -30.621521420   5.617480000  30.621521420  0.000000475105397    83.133992  5.617480000005060 
  1001     1.001000  0.120893871  0.000088358 -0.200668126 -0.979659279  0.000000000000000000 -30.622891692   5.617480000  30.622891692  0.000000474649830    83.266428  5.617480000005060 
  1002     1.002000  0.120982229  0.000088311 -0.200882347 -0.979615375  0.000000000000000000 -30.624264148   5.617480000  30.624264148  0.000000474195433    83.398872  5.617480000005060 
  1003     1.003000  0.121070541  0.000088265 -0.201096653 -0.979571404  0.000000000000056843 -30.625638791   5.602500000  30.625638791  0.000000473742201    83.531324  5.602500000001953 
  1004     1.004000  0.121158805  0.000088218 -0.201311042 -0.979527368  0.000000000000000000 -30.627015625   5.602500000  30.627015625  0.000000473290130    83.663783  5.602500000001953 
  1005     1.005000  0.121247023  0.000088172 -0.201525516 -0.979483265  0.000000000000000000 -30.628394657   5.587540000  30.628394657  0.000000472839214    83.796249  5.587540000004054 
  1006     1.006000  0.121335195  0.000088125 -0.201740075 -0.979439096  0.000000000000000000 -30.629775889   5.587540000  30.629775889  0.000000472389451    83.928722  5.587540000004054 
  1007     1.007000  0.121423320  0.000088079 -0.201954718 -0.979394860  0.000000000000000000 -30.631159327   5.572600000  30.631159327  0.000000471940834    84.061201  5.572600000000705 
  1008     1.008000  0.121511399  0.000088033 -0.202169447 -0.979350558  0.000000000000000000 -30.632544975   5.572600000  30.632544975  0.000000471493366    84.193687  5.572600000000705 
  1009     1.009000  0.121599432  0.000087987 -0.202384262 -0.979306188  0.000000000000000000 -30.633932838   5.572600000  30.633932838  0.000000471047034    84.326180  5.572600000000705 
  1010     1.010000  0.121687418  0.000087941 -0.202599163 -0.979261752  0.000000000000056843 -30.635322919   5.557680000  30.635322919  0.000000470601839    84.458679  5.557680000002563 
  1011     1.011000  0.121775359  0.000087895 -0.202814150 -0.979217249 -0.000000000000056843 -30.636715224   5.557680000  30.636715224  0.000000470157773    84.591184  5.557680000002563 
  1012     1.012000  0.121863254  0.000087849 -0.203029223 -0.979172679  0.000000000000056843 -30.638109757   5.557680000  30.638109757  0.000000469714834    84.723695  5.557680000002563 
  1013     1.013000  0.121951103  0.000087803 -0.203244383 -0.979128041  0.000000000000000000 -30.639506523   5.542780000  30.639506523  0.000000469273024    84.856212  5.542779999998970 
  1014     1.014000  0.122038906  0.000087758 -0.203459630 -0.979083336  0.000000000000000000 -30.640905526   5.527900000  30.640905526  0.000000468832331    84.988734  5.527900000000585 
  1015     1.015000  0.122126664  0.000087712 -0.203674965 -0.979038563  0.000000000000000000 -30.642306771   5.527900000  30.642306771  0.000000468392750    85.121262  5.527900000000585 
  1016     1.016000  0.122214376  0.000087667 -0.203890388 -0.978993723  0.000000000000000000 -30.643710263   5.527900000  30.643710263  0.000000467954282    85.253795  5.527900000000585 
  1017     1.017000  0.122302042  0.000087621 -0.204105898 -0.978948815  0.000000000000000000 -30.645116005   5.527900000  30.645116005  0.000000467516921    85.386333  5.527900000000585 
  1018     1.018000  0.122389664  0.000087576 -0.204321497 -0.978903839  0.000000000000000000 -30.646524004   5.513040000  30.646524004  0.000000467080664    85.518877  5.513040000003855 
  1019     1.019000  0.122477240  0.000087531 -0.204537184 -0.978858795 -0.000000000000056843 -30.647934262   5.498200000  30.647934262  0.000000466645508    85.651424  5.498200000001674 
  1020     1.020000  0.122564771  0.000087486 -0.204752960 -0.978813683  0.000000000000000000 -30.649346786   5.513040000  30.649346786  0.000000466211448    85.783977  5.513040000003855 
  1021     1.021000  0.122652256  0.000087441 -0.204968825 -0.978768502  0.000000000000056843 -30.650761580   5.483380000  30.650761580  0.000000465778476    85.916534  5.483380000004701 
  1022     1.022000  0.122739697  0.000087396 -0.205184780 -0.978723253  0.000000000000000000 -30.652178647   5.498200000  30.652178647  0.000000465346593    86.049096  5.498200000001674 
  1023     1.023000  0.122827093  0.000087351 -0.205400824 -0.978677935  0.000000000000000000 -30.653597994   5.483380000  30.653597994  0.000000464915796    86.181661  5.483380000004701 
  1024     1.024000  0.122914444  0.000087306 -0.205616959 -0.978632549  0.000000000000000000 -30.655019625   5.468580000  30.655019625  0.000000464486078    86.314231  5.468580000002277 
  1025     1.025000  0.123001751  0.000087262 -0.205833184 -0.978587094  0.000000000000000000 -30.656443544   5.483380000  30.656443544  0.000000464057434    86.446804  5.483380000004701 
  1026     1.026000  0.123089013  0.000087217 -0.206049499 -0.978541570  0.000000000000000000 -30.657869756   5.453800000  30.657869756  0.000000463629863    86.579381  5.453800000005060 
  1027     1.027000  0.123176230  0.000087173 -0.206265905 -0.978495977  0.000000000000000000 -30.659298266   5.468580000  30.659298266  0.000000463203361    86.711961  5.468580000002277 
  1028     1.028000  0.123263403  0.000087129 -0.206482403 -0.978450314  0.000000000000000000 -30.660729079   5.453800000  30.660729079  0.000000462777924    86.844545  5.453800000005060 
  1029     1.029000  0.123350531  0.000087084 -0.206698992 -0.978404582  0.000000000000000000 -30.662162199   5.439040000  30.662162199  0.000000462353543    86.977132  5.439040000002393 
  1030     1.030000  0.123437616  0.000087040 -0.206915673 -0.978358781  0.000000000000000000 -30.663597632   5.453800000  30.663597632  0.000000461930228    87.109722  5.453800000005060 
  1031     1.031000  0.123524656  0.000086996 -0.207132446 -0.978312910  0.000000000000000000 -30.665035381   5.424300000  30.665035381  0.000000461507964    87.242315  5.424300000004934 
  1032     1.032000  0.123611652  0.000086952 -0.207349311 -0.978266969  0.000000000000056843 -30.666475453   5.439040000  30.666475453  0.000000461086746    87.374911  5.439040000002393 
  1033     1.033000  0.123698604  0.000086908 -0.207566269 -0.978220959 -0.000000000000056843 -30.667917851   5.424300000  30.667917851  0.000000460666576    87.507509  5.424300000004934 
  1034     1.034000  0.123785512  0.000086864 -0.207783320 -0.978174878  0.000000000000000000 -30.669362580   5.409580000  30.669362580  0.000000460247450    87.640109  5.409580000002023 
  1035     1.035000  0.123872376  0.000086821 -0.208000464 -0.978128727  0.000000000000000000 -30.670809646   5.409580000  30.670809646  0.000000459829360    87.772712  5.409580000002023 
  1036     1.036000  0.123959197  0.000086777 -0.208217702 -0.978082506 -0.000000000000056843 -30.672259053   5.409580000  30.672259053  0.000000459412309    87.905316  5.409580000002023 
  1037     1.037000  0.124045974  0.000086733 -0.208435034 -0.978036214  0.000000000000000000 -30.673710806   5.409580000  30.673710806  0.000000458996285    88.037923  5.409580000002023 
  1038     1.038000  0.124132707  0.000086690 -0.208652459 -0.977989852  0.000000000000000000 -30.675164910   5.394880000  30.675164910  0.000000458581291    88.170531  5.394880000004321 
  1039     1.039000  0.124219397  0.000086647 -0.208869979 -0.977943419  0.000000000000000000 -30.676621370   5.380200000  30.676621370  0.000000458167325    88.303141  5.380200000001167 
  1040     1.040000  0.124306043  0.000086603 -0.209087594 -0.977896916  0.000000000000000000 -30.678080190   5.394880000  30.678080190  0.000000457754375    88.435753  5.394880000004321 
  1041     1.041000  0.124392647  0.000086560 -0.209305304 -0.977850341  0.000000000000000000 -30.679541377   5.365540000  30.679541377  0.000000457342441    88.568365  5.365540000003222 
  1042     1.042000  0.124479207  0.000086517 -0.209523110 -0.977803695  0.000000000000000000 -30.681004934   5.380200000  30.681004934  0.000000456931522    88.700979  5.380200000001167 
  1043     1.043000  0.124565724  0.000086474 -0.209741010 -0.977756978  0.000000000000000000 -30.682470866   5.365540000  30.682470866  0.000000456521616    88.833594  5.365540000003222 
  1044     1.044000  0.124652197  0.000086431 -0.209959007 -0.977710190  0.000000000000000000 -30.683939179   5.365540000  30.683939179  0.000000456112715    88.966209  5.365540000003222 
  1045     1.045000  0.124738628  0.000086388 -0.210177100 -0.977663330  0.000000000000000000 -30.685409877   5.350900000  30.685409877  0.000000455704815    89.098825  5.350899999999825 
  1046     1.046000  0.124825016  0.000086345 -0.210395289 -0.977616398  0.000000000000000000 -30.686882966   5.350900000  30.686882966  0.000000455297916    89.231442  5.350899999999825 
  1047     1.047000  0.124911362  0.000086303 -0.210613576 -0.977569395  0.000000000000000000 -30.688358450   5.336280000  30.688358450  0.000000454892015    89.364059  5.336280000001636 
  1048     1.048000  0.124997664  0.000086260 -0.210831959 -0.977522320  0.000000000000000000 -30.689836335   5.336280000  30.689836335  0.000000454487105    89.496676  5.336280000001636 
  1049     1.049000  0.125083924  0.000086217 -0.211050439 -0.977475172  0.000000000000000000 -30.691316626   5.336280000  30.691316626  0.000000454083184    89.629293  5.336280000001636 
  1050     1.050000  0.125170142  0.000086175 -0.211269018 -0.977427952  0.000000000000000000 -30.692799326   5.321680000  30.692799326  0.000000453680253    89.761910  5.321679999997997 
  1051     1.051000  0.125256316  0.000086133 -0.211487694 -0.977380660  0.000000000000000000 -30.694284443   5.321680000  30.694284443  0.000000453278297    89.894526  5.321679999997997 
  1052     1.052000  0.125342449  0.000086090 -0.211706468 -0.977333296  0.000000000000000000 -30.695771980   5.321680000  30.695771980  0.000000452877324    90.027143  5.321679999997997 
  1053     1.053000  0.125428539  0.000086048 -0.211925341 -0.977285859  0.000000000000056843 -30.697261943   5.307100000  30.697261943  0.000000452477326    90.159758  5.307099999999565 
  1054     1.054000  0.125514588  0.000086006 -0.212144313 -0.977238349  0.000000000000000000 -30.698754337   5.292540000  30.698754337  0.000000452078303    90.292373  5.292540000002788 
  1055     1.055000  0.125600594  0.000085964 -0.212363384 -0.977190766  0.000000000000000000 -30.700249167   5.307100000  30.700249167  0.000000451680246    90.424987  5.307099999999565 
  1056     1.056000  0.125686558  0.000085922 -0.212582554 -0.977143110 -0.000000000000056843 -30.701746438   5.292540000  30.701746438  0.000000451283156    90.557600  5.292540000002788 
  1057     1.057000  0.125772480  0.000085880 -0.212801824 -0.977095381  0.000000000000000000 -30.703246155   5.278000000  30.703246155  0.000000450887029    90.690211  5.278000000000560 
  1058     1.058000  0.125858360  0.000085838 -0.213021194 -0.977047579  0.000000000000000000 -30.704748324   5.278000000  30.704748324  0.000000450491857    90.822821  5.278000000000560 
  1059     1.059000  0.125944198  0.000085797 -0.213240665 -0.976999703  0.000000000000000000 -30.706252949   5.278000000  30.706252949  0.000000450097644    90.955430  5.278000000000560 
  1060     1.060000  0.126029995  0.000085755 -0.213460236 -0.976951753  0.000000000000000000 -30.707760036   5.278000000  30.707760036  0.000000449704386    91.088037  5.278000000000560 
  1061     1.061000  0.126115750  0.000085714 -0.213679907 -0.976903730  0.000000000000000000 -30.709269590   5.263480000  30.709269590  0.000000449312073    91.220642  5.263480000003540 
  1062     1.062000  0.126201463  0.000085672 -0.213899680 -0.976855632  0.000000000000000000 -30.710781616   5.248980000  30.710781616  0.000000448920709    91.353245  5.248980000001069 
  1063     1.063000  0.126287135  0.000085631 -0.214119555 -0.976807461  0.000000000000000000 -30.712296120   5.248980000  30.712296120  0.000000448530286    91.485846  5.248980000001069 
  1064     1.064000  0.126372766  0.000085589 -0.214339531 -0.976759216  0.000000000000000000 -30.713813106   5.248980000  30.713813106  0.000000448140804    91.618445  5.248980000001069 
  1065     1.065000  0.126458355  0.000085548 -0.214559609 -0.976710896  0.000000000000000000 -30.715332580   5.248980000  30.715332580  0.000000447752259    91.751041  5.248980000001069 
  1066     1.066000  0.126543904  0.000085507 -0.214779790 -0.976662501  0.000000000000000000 -30.716854547   5.234500000  30.716854547  0.000000447364647    91.883635  5.234500000003806 
  1067     1.067000  0.126629411  0.000085466 -0.215000073 -0.976614033  0.000000000000000000 -30.718379013   5.234500000  30.718379013  0.000000446977962    92.016225  5.234500000003806 
  1068     1.068000  0.126714877  0.000085425 -0.215220459 -0.976565489  0.000000000000000000 -30.719905982   5.220040000  30.719905982  0.000000446592208    92.148813  5.220040000001092 
  1069     1.069000  0.126800302  0.000085384 -0.215440949 -0.976516870  0.000000000000000000 -30.721435460   5.220040000  30.721435460  0.000000446207374    92.281398  5.220040000001092 
  1070     1.070000  0.126885686  0.000085343 -0.215661542 -0.976468176  0.000000000000000000 -30.722967453   5.205600000  30.722967453  0.000000445823464    92.413980  5.205600000003585 
  1071     1.071000  0.126971029  0.000085303 -0.215882239 -0.976419407  0.000000000000000000 -30.724501965   5.220040000  30.724501965  0.000000445440467    92.546558  5.220040000001092 
  1072     1.072000  0.127056331  0.000085262 -0.216103040 -0.976370563  0.000000000000000000 -30.726039003   5.191180000  30.726039003  0.000000445058391    92.679133  5.191180000000628 
  1073     1.073000  0.127141593  0.000085221 -0.216323945 -0.976321643  0.000000000000000000 -30.727578571   5.205600000  30.727578571  0.000000444677224    92.811704  5.205600000003585 
  1074     1.074000  0.127226815  0.000085181 -0.216544955 -0.976272648  0.000000000000056843 -30.729120674   5.191180000  30.729120674  0.000000444296964    92.944271  5.191180000000628 
  1075     1.075000  0.127311995  0.000085140 -0.216766070 -0.976223576  0.000000000000000000 -30.730665319   5.176780000  30.730665319  0.000000443917609    93.076834  5.176780000002879 
  1076     1.076000  0.127397136  0.000085100 -0.216987290 -0.976174429  0.000000000000000000 -30.732212511   5.191180000  30.732212511  0.000000443539155    93.209394  5.191180000000628 
  1077     1.077000  0.127482236  0.000085060 -0.217208616 -0.976125206  0.000000000000000000 -30.733762254   5.162400000  30.733762254  0.000000443161606    93.341948  5.162399999999678 
  1078     1.078000  0.127567295  0.000085020 -0.217430048 -0.976075906  0.000000000000000000 -30.735314555   5.176780000  30.735314555  0.000000442784951    93.474499  5.176780000002879 
  1079     1.079000  0.127652315  0.000084979 -0.217651586 -0.976026530 -0.000000000000056843 -30.736869419   5.162400000  30.736869419  0.000000442409187    93.607045  5.162399999999678 
  1080     1.080000  0.127737294  0.000084939 -0.217873230 -0.975977077  0.000000000000000000 -30.738426851   5.162400000  30.738426851  0.000000442034313    93.739586  5.162399999999678 
  1081     1.081000  0.127822234  0.000084899 -0.218094982 -0.975927548  0.000000000000000000 -30.739986858   5.148040000  30.739986858  0.000000441660328    93.872122  5.148040000001686 
  1082     1.082000  0.127907133  0.000084860 -0.218316840 -0.975877942 -0.000000000000056843 -30.741549443   5.148040000  30.741549443  0.000000441287227    94.004654  5.148040000001686 
  1083     1.083000  0.127991993  0.000084820 -0.218538806 -0.975828259  0.000000000000000000 -30.743114614   5.148040000  30.743114614  0.000000440915011    94.137180  5.148040000001686 
  1084     1.084000  0.128076813  0.000084780 -0.218760879 -0.975778498  0.000000000000000000 -30.744682375   5.133700000  30.744682375  0.000000440543671    94.269701  5.133699999998242 
  1085     1.085000  0.128161593  0.000084740 -0.218983060 -0.975728661  0.000000000000000000 -30.746252732   5.133700000  30.746252732  0.000000440173206    94.402216  5.133699999998242 
  1086     1.086000  0.128246333  0.000084701 -0.219205350 -0.975678746  0.000000000000000000 -30.747825690   5.119380000  30.747825690  0.000000439803613    94.534726  5.119380000000007 
  1087     1.087000  0.128331034  0.000084661 -0.219427748 -0.975628753  0.000000000000056843 -30.749401256   5.119380000  30.749401256  0.000000439434891    94.667230  5.119380000000007 
  1088     1.088000  0.128415695  0.000084622 -0.219650255 -0.975578682  0.000000000000056843 -30.750979434   5.119380000  30.750979434  0.000000439067033    94.799728  5.119380000000007 
  1089     1.089000  0.128500317  0.000084582 -0.219872871 -0.975528534  0.000000000000000000 -30.752560231   5.105080000  30.752560231  0.000000438700041    94.932220  5.105080000003426 
  1090     1.090000  0.128584899  0.000084543 -0.220095596 -0.975478308  0.000000000000000000 -30.754143652   5.105080000  30.754143652  0.000000438333912    95.064706  5.105080000003426 
  1091     1.091000  0.128669442  0.000084504 -0.220318431 -0.975428003  0.000000000000000000 -30.755729702   5.105080000  30.755729702  0.000000437968639    95.197186  5.105080000003426 
  1092     1.092000  0.128753946  0.000084465 -0.220541377 -0.975377620  0.000000000000000000 -30.757318387   5.090800000  30.757318387  0.000000437604222    95.329659  5.090800000001394 
  1093     1.093000  0.128838411  0.000084426 -0.220764432 -0.975327158  0.000000000000000000 -30.758909714   5.090800000  30.758909714  0.000000437240659    95.462125  5.090800000001394 
  1094     1.094000  0.128922837  0.000084387 -0.220987598 -0.975276618  0.000000000000000000 -30.760503687   5.076540000  30.760503687  0.000000436877942    95.594585  5.076540000004570 
  1095     1.095000  0.129007224  0.000084348 -0.221210875 -0.975225999  0.000000000000000000 -30.762100312   5.076540000  30.762100312  0.000000436516078    95.727037  5.076540000004570 
  1096     1.096000  0.129091572  0.000084309 -0.221434264 -0.975175301  0.000000000000000000 -30.763699595   5.076540000  30.763699595  0.000000436155054    95.859483  5.076540000004570 
  1097     1.097000  0.129175881  0.000084270 -0.221657763 -0.975124523  0.000000000000000000 -30.765301542   5.062300000  30.765301542  0.000000435794873    95.991921  5.062300000002296 
  1098     1.098000  0.129260151  0.000084232 -0.221881375 -0.975073667  0.000000000000000000 -30.766906159   5.062300000  30.766906159  0.000000435435534    96.124353  5.062300000002296 
  1099     1.099000  0.129344383  0.000084193 -0.222105099 -0.975022731  0.000000000000000000 -30.768513450   5.062300000  30.768513450  0.000000435077024    96.256776  5.062300000002296 
  1100     1.100000  0.129428576  0.000084154 -0.222328935 -0.974971715  0.000000000000000000 -30.770123423   5.048080000  30.770123423  0.000000434719355    96.389192  5.048080000005228 
  1101     1.101000  0.129512730  0.000084116 -0.222552884 -0.974920619  0.000000000000000000 -30.771736083   5.048080000  30.771736083  0.000000434362510    96.521600  5.048080000005228 
  1102     1.102000  0.129596846  0.000084078 -0.222776945 -0.974869444  0.000000000000000000 -30.773351435   5.033880000  30.773351435  0.000000434006494    96.654000  5.033880000002711 
  1103     1.103000  0.129680924  0.000084039 -0.223001120 -0.974818188  0.000000000000000000 -30.774969486   5.033880000  30.774969486  0.000000433651308    96.786392  5.033880000002711 
  1104     1.104000  0.129764963  0.000084001 -0.223225409 -0.974766852  0.000000000000000000 -30.776590241   5.033880000  30.776590241  0.000000433296942    96.918776  5.033880000002711 
  1105     1.105000  0.129848964  0.000083963 -0.223449812 -0.974715436  0.000000000000000000 -30.778213707   5.019700000  30.778213707  0.000000432943393    97.051152  5.019700000005400 
  1106     1.106000  0.129932927  0.000083925 -0.223674328 -0.974663939  0.000000000000056843 -30.779839888   5.019700000  30.779839888  0.000000432590665    97.183519  5.019700000005400 
  1107     1.107000  0.130016852  0.000083887 -0.223898960 -0.974612362  0.000000000000000000 -30.781468791   5.019700000  30.781468791  0.000000432238747    97.315877  5.019700000005400 
  1108     1.108000  0.130100739  0.000083849 -0.224123706 -0.974560703  0.000000000000000000 -30.783100422   5.005540000  30.783100422  0.000000431887643    97.448226  5.005540000002640 
  1109     1.109000  0.130184587  0.000083811 -0.224348567 -0.974508964  0.000000000000000000 -30.784734787   5.005540000  30.784734787  0.000000431537348    97.580567  5.005540000002640 
  1110     1.110000  0.130268398  0.000083773 -0.224573543 -0.974457143  0.000000000000000000 -30.786371892   4.991400000  30.786371892  0.000000431187863    97.712898  4.991400000005086 
  1111     1.111000  0.130352171  0.000083735 -0.224798635 -0.974405241 -0.000000000000056843 -30.788011742   4.991400000  30.788011742  0.000000430839178    97.845220  4.991400000005086 
  1112     1.112000  0.130435906  0.000083698 -0.225023843 -0.974353257  0.000000000000000000 -30.789654344   4.991400000  30.789654344  0.000000430491299    97.977533  4.991400000005086 
  1113     1.113000  0.130519604  0.000083660 -0.225249168 -0.974301192  0.000000000000056843 -30.791299704   4.977280000  30.791299704  0.000000430144214    98.109837  4.977280000002082 
  1114     1.114000  0.130603264  0.000083622 -0.225474609 -0.974249045  0.000000000000000000 -30.792947827   4.977280000  30.792947827  0.000000429797927    98.242130  4.977280000002082 
  1115     1.115000  0.130686887  0.000083585 -0.225700167 -0.974196815  0.000000000000000000 -30.794598720   4.977280000  30.794598720  0.000000429452437    98.374414  4.977280000002082 
  1116     1.116000  0.130770472  0.000083548 -0.225925842 -0.974144504  0.000000000000000000 -30.796252389   4.963180000  30.796252389  0.000000429107732    98.506688  4.963180000004286 
  1117     1.117000  0.130854019  0.000083510 -0.226151634 -0.974092110  0.000000000000000000 -30.797908839   4.963180000  30.797908839  0.000000428763819    98.638952  4.963180000004286 
  1118     1.118000  0.130937529  0.000083473 -0.226377544 -0.974039633  0.000000000000000000 -30.799568078   4.963180000  30.799568078  0.000000428420693    98.771205  4.963180000004286 
  1119     1.119000  0.131021002  0.000083436 -0.226603573 -0.973987074  0.000000000000000000 -30.801230110   4.949100000  30.801230110  0.000000428078348    98.903448  4.949100000001039 
  1120     1.120000  0.131104438  0.000083399 -0.226829719 -0.973934432  0.000000000000000000 -30.802894942   4.949100000  30.802894942  0.000000427736786    99.035681  4.949100000001039 
